transaction_id,sender_id,receiver_id,amount,timestamp
TX01369,U_5144,U_5338,3563,05122023:190858
TX02921,U_9448,U_9193,1489,01092023:200058
TX05655,U_2110,U_4296,317,10052023:063144
TX07420,U_9924,U_9855,3359,21052023:143915
TX09548,U_5447,U_8276,3579,06122023:071140
TX00484,CENTRAL_DISPERSER_3,MULE_REC_65,543,01082023:063747
TX09501,U_7100,U_3013,2506,26102023:122411
TX07081,U_6771,U_9430,2536,25122023:040557
TX05605,U_1481,U_4751,53,13062023:161144
TX03878,U_1210,U_8773,1732,20052023:114226
TX08560,U_6936,U_6311,646,06082023:084635
TX08483,U_4706,U_6839,3930,05112023:204913
TX06315,U_1416,U_4432,1226,02042023:211948
TX06040,U_4715,U_1395,4524,27112023:052713
TX05608,U_6131,U_4383,450,03042023:073517
TX07123,U_7301,U_2734,4941,25102023:192834
TX02269,U_3151,U_5412,3465,18032023:222347
TX03215,U_1684,U_2493,2194,21042023:205438
TX00458,CENTRAL_DISPERSER_3,MULE_REC_39,518,07112023:035611
TX03088,U_8184,U_3384,1909,13042023:100034
TX07253,U_1946,U_7273,1878,02072023:152803
TX01003,U_7134,U_3300,2438,21032023:104907
TX03658,U_1521,U_8867,2795,05032023:210212
TX09851,U_5245,U_8578,4578,28112023:164312
TX02282,U_2906,U_9216,1714,08062023:042907
TX08752,U_5703,U_4298,1777,12082023:072608
TX00944,U_9279,U_5242,325,03112023:182902
TX09621,U_8759,U_8148,102,02072023:102354
TX05965,U_5305,U_8205,1579,15102023:153021
TX07480,U_3047,U_4037,1045,20072023:095641
TX05840,U_2833,U_2058,912,15062023:165634
TX00996,U_3936,U_6886,1920,02102023:141516
TX06385,U_3338,U_9764,1249,22052023:164209
TX07691,U_6537,U_1622,4335,06112023:150509
TX06563,U_5948,U_4140,730,19052023:121452
TX05728,U_6115,U_5208,4566,01062023:065102
TX02693,U_2477,U_2033,4505,18112023:143033
TX02715,U_1590,U_3484,810,19122023:211758
TX00135,CENTRAL_DISPERSER_0,MULE_REC_16,447,15012023:204607
TX06850,U_8288,U_7426,3606,11012023:201136
TX09145,U_6298,U_7416,3827,16022023:133415
TX02056,U_8239,U_6932,2844,03122023:130719
TX03879,U_8976,U_2776,3688,08052023:173539
TX04187,U_5014,U_2116,4096,01042023:084458
TX02631,U_9085,U_5244,3440,02112023:135116
TX08712,U_3064,U_2348,1693,25022023:052125
TX00697,BIG_CORP_B,STAFF_00,5000,02032023:034729
TX00902,U_2458,U_7652,4122,07032023:162047
TX07872,U_1160,U_7242,2642,23032023:104256
TX07185,U_6117,U_1757,3135,28082023:162042
TX07378,U_6619,U_7412,3627,14052023:234037
TX02571,U_3721,U_3186,198,24012023:080602
TX00725,BIG_CORP_B,STAFF_04,5000,05072023:191106
TX01050,U_6418,U_9796,287,03072023:143129
TX07311,U_9087,U_5360,995,24042023:012246
TX08470,U_3647,U_2153,2628,04012023:015810
TX06282,U_9893,U_7628,89,15122023:005855
TX04049,U_9435,U_5396,4021,08122023:162101
TX06097,U_7347,U_1228,4115,16092023:084404
TX08323,U_7174,U_5625,3832,04092023:013307
TX04884,U_3436,U_6054,188,12072023:170719
TX00874,U_6769,U_1691,3016,07062023:174827
TX05180,U_2548,U_8128,4806,12072023:034201
TX06147,U_2672,U_7010,25,04042023:211144
TX05171,U_4908,U_6323,2461,09092023:025647
TX06881,U_1882,U_9894,2654,03032023:085547
TX03485,U_2728,U_7687,534,27042023:044148
TX08828,U_1769,U_5994,3695,20042023:210457
TX00473,CENTRAL_DISPERSER_3,MULE_REC_54,141,11112023:023102
TX02855,U_4020,U_1135,4923,07042023:112600
TX06646,U_1350,U_6745,2519,09122023:054648
TX06091,U_2553,U_9718,2421,07082023:053512
TX03449,U_6579,U_9148,845,16092023:023414
TX02273,U_7346,U_2946,2574,08052023:231338
TX01117,U_5068,U_8117,4667,08122023:013113
TX00340,CENTRAL_DISPERSER_2,MULE_REC_21,138,16072023:141701
TX06453,U_6024,U_6392,500,07112023:191838
TX07845,U_7838,U_5370,3575,04032023:205507
TX08352,U_2042,U_7316,4227,18122023:101952
TX00744,BIG_CORP_B,STAFF_05,5000,05102023:220523
TX08080,U_8356,U_4163,252,02112023:062537
TX01093,U_1323,U_7167,2108,19072023:200702
TX03257,U_5134,U_5674,1919,12012023:075533
TX01368,U_7111,U_5165,402,20012023:122845
TX06223,U_2099,U_1853,3264,18112023:014603
TX05964,U_5087,U_9558,4502,13082023:053515
TX04803,U_8990,U_7345,2985,23052023:235722
TX06354,U_2627,U_6481,3162,08092023:170432
TX01926,U_6856,U_8777,1184,24032023:024348
TX00328,CENTRAL_DISPERSER_2,MULE_REC_9,947,26082023:092328
TX08522,U_3850,U_3975,4497,20072023:164040
TX04249,U_5384,U_1547,4884,12062023:121846
TX04533,U_2055,U_5710,4896,13092023:020221
TX08874,U_4653,U_1106,1073,22062023:035325
TX07012,U_8196,U_1608,2948,12102023:081527
TX05701,U_7537,U_7516,4481,26102023:184927
TX07570,U_7929,U_7078,3345,18062023:232603
TX05647,U_2112,U_1607,3571,04012023:201716
TX07210,U_2880,U_9361,2364,11032023:204607
TX08696,U_4071,U_5853,2893,18032023:114143
TX03492,U_6551,U_4868,2946,10112023:140513
TX03533,U_6067,U_9879,18,20032023:081004
TX02869,U_7612,U_7389,796,23052023:084557
TX04225,U_4482,U_4755,3429,09012023:144256
TX02544,U_5917,U_6805,782,14042023:164904
TX02802,U_1391,U_6796,3586,04072023:052000
TX08617,U_2437,U_7476,4649,25062023:182634
TX04020,U_5150,U_3399,248,02052023:192517
TX08438,U_1199,U_1651,1441,12122023:235301
TX05863,U_1429,U_9860,2974,25122023:101718
TX05806,U_9818,U_2116,817,14122023:053442
TX04698,U_2972,U_6579,3399,17012023:063304
TX06266,U_8844,U_7481,3129,15032023:023626
TX03549,U_8015,U_5482,1003,06082023:175802
TX03562,U_1077,U_2492,3910,19022023:215708
TX00212,CENTRAL_DISPERSER_0,MULE_REC_93,571,09082023:054401
TX09870,U_1131,U_9039,1953,27082023:231602
TX09896,U_8375,U_4703,3474,18082023:144318
TX05440,U_6186,U_9314,1413,25112023:203709
TX05300,U_6641,U_7337,1369,23022023:052824
TX02397,U_3177,U_6159,4843,18022023:025109
TX01807,U_5551,U_7035,4090,12052023:123825
TX03687,U_8359,U_9970,4461,19102023:140441
TX07429,U_3634,U_2640,2919,18102023:193518
TX00945,U_8818,U_4715,3506,12042023:161121
TX04111,U_8182,U_1137,4894,20042023:143807
TX06633,U_9416,U_1269,1914,06062023:184439
TX08541,U_3548,U_5954,1239,21112023:004206
TX02952,U_5008,U_8154,4668,19092023:153138
TX06279,U_1906,U_6652,2850,04062023:083545
TX04445,U_8669,U_2546,2437,15082023:105750
TX03780,U_7779,U_5302,3439,08102023:153702
TX06306,U_8857,U_8447,4005,03122023:132344
TX04751,U_7162,U_7129,3714,22102023:233718
TX03350,U_4373,U_5157,3766,15032023:041159
TX01970,U_8332,U_4735,2178,03122023:112937
TX04836,U_1323,U_3340,1014,12052023:212321
TX09800,U_4736,U_2414,32,04012023:110547
TX03094,U_3871,U_7945,2109,17052023:071951
TX00072,SENDER_FAN_29,CENTRAL_COLLECTOR_0,891,13062023:094557
TX07292,U_3935,U_1524,4181,04072023:221836
TX04605,U_9087,U_4252,1149,21052023:140137
TX08099,U_6223,U_2101,2964,12022023:050138
TX01371,U_2766,U_4561,3571,25012023:090949
TX06740,U_1907,U_3331,1781,13102023:071634
TX04953,U_3508,U_6692,4803,05042023:010253
TX01490,U_4970,U_8357,1287,01062023:150522
TX03121,U_8407,U_3059,3352,19112023:142811
TX00940,U_8352,U_3841,3635,17012023:172103
TX03542,U_6452,U_4760,3702,14112023:095825
TX01603,U_6332,U_3537,4429,23032023:101857
TX01860,U_3729,U_9282,2908,17022023:024706
TX03685,U_7854,U_5047,2844,25122023:042237
TX00891,U_3729,U_8175,4680,28082023:225717
TX08867,U_2799,U_8180,4387,10032023:184440
TX02491,U_7179,U_9274,3680,21072023:173555
TX02490,U_9176,U_4725,581,12012023:031041
TX05877,U_4496,U_5960,2830,24032023:083012
TX01864,U_3749,U_1770,1592,19092023:211702
TX00242,CENTRAL_DISPERSER_1,MULE_REC_23,514,12072023:214137
TX06213,U_4361,U_1543,3946,17032023:181016
TX01335,U_9840,U_8446,4789,05092023:144552
TX02541,U_5181,U_3847,1731,15012023:011742
TX03608,U_3217,U_6819,2661,18112023:014625
TX07187,U_2483,U_2261,4590,15022023:091259
TX02011,U_2459,U_2704,3542,09032023:124048
TX08585,U_7538,U_1128,1057,20032023:183243
TX08106,U_5254,U_1881,341,27052023:165323
TX01913,U_9785,U_9659,2729,12072023:183321
TX09927,U_9628,U_2418,4869,25072023:100148
TX03237,U_6087,U_1596,2806,23072023:021538
TX07982,U_1554,U_6467,2871,01062023:085232
TX05147,U_9075,U_2446,2410,05122023:022420
TX00167,CENTRAL_DISPERSER_0,MULE_REC_48,950,01072023:100916
TX07170,U_2089,U_6586,3131,27032023:114032
TX07533,U_6643,U_8421,3728,21092023:065915
TX08770,U_4181,U_3330,3188,04022023:232716
TX03662,U_3237,U_2688,1794,22032023:215458
TX03032,U_8984,U_5696,1692,27122023:131401
TX08629,U_8451,U_8310,3851,24112023:051138
TX00384,CENTRAL_DISPERSER_2,MULE_REC_65,687,07042023:154530
TX03941,U_5894,U_6228,1630,06112023:144401
TX01318,U_7851,U_1846,1322,26102023:071504
TX07520,U_8710,U_1593,3439,11082023:051735
TX01243,U_4152,U_1173,3827,08052023:084204
TX00361,CENTRAL_DISPERSER_2,MULE_REC_42,343,14042023:215346
TX08550,U_8884,U_5272,4179,19032023:233858
TX07387,U_1909,U_3339,3179,24122023:125647
TX08160,U_9019,U_3605,3156,23032023:204932
TX06444,U_5928,U_8439,3653,07072023:103054
TX04561,U_8680,U_2819,1163,12082023:182455
TX02464,U_4696,U_8430,205,10112023:231757
TX08153,U_8443,U_8356,647,07052023:225710
TX00793,BIG_CORP_C,STAFF_00,5000,05072023:112104
TX08020,U_8571,U_8285,3357,27112023:175107
TX01052,U_7841,U_2142,1067,05122023:073018
TX07458,U_4253,U_5946,3198,26092023:181342
TX02876,U_1686,U_6655,737,23042023:172708
TX09950,U_7386,U_7463,4645,26042023:081808
TX06100,U_5748,U_4190,741,18122023:225338
TX05291,U_1101,U_8358,1769,24062023:232059
TX06059,U_5606,U_8687,3583,20092023:230723
TX09721,U_6454,U_5690,4584,08102023:165548
TX01086,U_3537,U_6195,3359,28062023:214709
TX00632,BIG_CORP_A,STAFF_01,5000,04042023:163620
TX06077,U_1594,U_8601,3275,12042023:071730
TX00932,U_2793,U_9872,3113,22052023:185552
TX02809,U_6003,U_8048,330,09102023:073936
TX08827,U_8335,U_3663,4652,19122023:010456
TX09647,U_7424,U_4424,4292,25022023:090454
TX02554,U_4010,U_7640,270,28042023:042506
TX07358,U_5696,U_8863,2284,01082023:190849
TX04269,U_2576,U_7309,360,15112023:102240
TX09955,U_8958,U_6690,2103,08082023:071205
TX07664,U_3224,U_7953,2445,03032023:001316
TX08101,U_9641,U_5998,43,14082023:073018
TX06689,U_7343,U_4737,695,25032023:174349
TX03795,U_9863,U_8986,2318,21042023:114209
TX09175,U_5986,U_4280,4323,19062023:172820
TX07259,U_8823,U_3603,3578,07112023:064155
TX07715,U_2208,U_5603,3138,22072023:072445
TX08973,U_5209,U_2493,1959,02112023:235043
TX02119,U_7495,U_3238,1545,24012023:220306
TX06123,U_2497,U_5257,4538,19052023:071238
TX01995,U_3418,U_6812,1436,28112023:000507
TX00612,USER_150,ENERGY_CORP_Z,2236,19112023:043725
TX02362,U_5904,U_9791,1105,22022023:042747
TX09213,U_4229,U_7933,22,20022023:175808
TX01271,U_9119,U_1047,2368,02092023:042427
TX09373,U_8726,U_3069,3641,19042023:112927
TX02352,U_6523,U_3790,1564,26072023:194532
TX06203,U_1389,U_7851,489,10012023:201345
TX06744,U_4298,U_6582,1995,05042023:144050
TX02551,U_2515,U_5098,642,09052023:132002
TX05794,U_2910,U_7707,1675,28012023:102201
TX03400,U_2230,U_3062,4547,17092023:085107
TX03228,U_7092,U_8377,4402,05032023:113854
TX06109,U_7137,U_6698,80,10102023:212628
TX04689,U_4849,U_1904,2005,26012023:035835
TX00008,NODE_L2_0,NODE_L2_1,11426,18072023:124629
TX04686,U_1888,U_4027,2459,10022023:175627
TX08220,U_9948,U_4693,1791,28122023:012201
TX05687,U_6037,U_2753,3348,22032023:042250
TX04621,U_8686,U_3849,4720,07012023:031443
TX05313,U_4764,U_9974,2817,07102023:203723
TX00856,U_8804,U_8910,4844,07102023:220636
TX07500,U_1783,U_2860,2775,09022023:232448
TX08476,U_4011,U_2965,2614,11072023:025915
TX04847,U_2850,U_5196,2058,27062023:203029
TX05579,U_1918,U_8158,1405,07042023:165035
TX09712,U_8801,U_8055,878,24072023:121923
TX07179,U_9356,U_9835,2368,25012023:152947
TX05024,U_4591,U_3373,1559,16102023:235317
TX07960,U_1318,U_6405,3952,06112023:071250
TX09389,U_9284,U_7636,3364,05092023:121156
TX06521,U_3282,U_9930,104,20082023:014514
TX06523,U_9971,U_4737,764,27072023:181651
TX06873,U_8345,U_1673,861,23062023:150945
TX02117,U_8262,U_5983,1068,14022023:050847
TX05788,U_1144,U_4730,452,27112023:064802
TX09835,U_3335,U_8521,708,09052023:085443
TX07317,U_2178,U_4676,4597,12072023:222359
TX09084,U_3610,U_8174,4100,16102023:031935
TX07671,U_7740,U_4489,3939,17012023:180011
TX07192,U_2941,U_1899,4379,09122023:094024
TX09516,U_6055,U_9498,1965,15072023:052014
TX01644,U_6326,U_5450,1461,21032023:134234
TX03359,U_1451,U_6385,2529,26052023:161810
TX05588,U_4328,U_3802,3946,26082023:011332
TX09191,U_7217,U_4693,3494,13112023:094712
TX02576,U_9151,U_4553,1176,09012023:154947
TX01923,U_6239,U_7781,279,24092023:202141
TX08766,U_8674,U_7572,2141,01112023:093317
TX01259,U_2920,U_6978,713,11082023:174717
TX04937,U_9689,U_5903,360,03032023:185307
TX02830,U_6492,U_3872,3475,21112023:161651
TX04859,U_8002,U_5652,310,27022023:081359
TX07262,U_9851,U_1145,3558,27092023:064123
TX06900,U_3896,U_6989,916,09112023:144146
TX08726,U_7119,U_5166,4033,25052023:152252
TX08334,U_7437,U_4745,4451,27062023:234515
TX01866,U_9711,U_6231,504,28042023:140131
TX01903,U_1259,U_6607,592,20032023:103349
TX01776,U_6309,U_3580,3382,11022023:003020
TX09446,U_7678,U_3739,696,21102023:043410
TX06781,U_3113,U_5520,925,12012023:052130
TX00109,SENDER_FAN_27,CENTRAL_COLLECTOR_1,736,05062023:095835
TX06869,U_2376,U_4631,4824,01012023:170132
TX05288,U_2221,U_3870,4465,07092023:003702
TX05075,U_4468,U_9207,3022,05122023:074907
TX05586,U_9655,U_2184,2229,05012023:210003
TX02177,U_5243,U_5227,4155,09052023:162529
TX04159,U_7005,U_2829,2008,17102023:041339
TX03574,U_7453,U_2603,3519,24012023:035520
TX03896,U_3576,U_9119,4691,21012023:170649
TX07506,U_9060,U_3551,1639,11062023:122649
TX05764,U_5467,U_7407,1015,06052023:170035
TX01912,U_6392,U_3067,4238,14012023:064100
TX04318,U_6261,U_4027,2428,23122023:015448
TX03861,U_1564,U_6615,2977,22042023:060545
TX02350,U_5839,U_8821,3587,16102023:062929
TX01726,U_7570,U_4290,3085,17102023:000703
TX03524,U_2123,U_6363,765,23032023:002307
TX08267,U_2539,U_1072,2206,03092023:073335
TX07603,U_9501,U_2021,4476,10102023:064106
TX05012,U_9989,U_9117,495,22072023:060011
TX04210,U_4181,U_4404,3082,10052023:143528
TX07692,U_3021,U_3268,2128,25112023:085240
TX05340,U_1505,U_6407,1979,27072023:202756
TX00085,SENDER_FAN_3,CENTRAL_COLLECTOR_1,538,14092023:075329
TX07180,U_7251,U_8244,2310,26122023:045542
TX00847,U_4615,U_2224,488,24122023:141918
TX09039,U_4189,U_7126,1285,25032023:062130
TX06347,U_9834,U_3293,4040,18092023:072005
TX01141,U_2429,U_2242,59,14022023:114040
TX04923,U_3074,U_1562,2374,21082023:050738
TX01740,U_7437,U_6920,829,12072023:113006
TX03364,U_6273,U_2028,4396,21122023:202723
TX08694,U_2396,U_2177,4836,01042023:060449
TX02614,U_9727,U_9255,1291,16042023:225425
TX05519,U_3663,U_2519,3545,23112023:143536
TX06275,U_1925,U_1698,4706,14032023:052133
TX02450,U_2329,U_2003,3150,20122023:015519
TX00590,USER_684,ENERGY_CORP_Z,4087,24012023:223135
TX01083,U_2538,U_3981,4273,26032023:062128
TX04501,U_8322,U_2712,2525,07052023:044817
TX01953,U_4686,U_2315,1466,21052023:040657
TX00236,CENTRAL_DISPERSER_1,MULE_REC_17,831,05042023:144026
TX01444,U_9683,U_4536,1880,11022023:222854
TX02354,U_3719,U_4911,642,24012023:095149
TX02672,U_1626,U_5701,3506,19122023:142116
TX09791,U_4044,U_9069,4244,28102023:015002
TX07112,U_7085,U_5925,384,08022023:111954
TX03435,U_9636,U_9651,3072,10012023:110411
TX07538,U_3642,U_9931,1786,27112023:133340
TX04617,U_8747,U_2427,4885,12012023:054451
TX02833,U_3528,U_2150,1224,17042023:145143
TX07868,U_5232,U_3868,1806,03122023:223604
TX06287,U_8044,U_7856,3407,19092023:024728
TX02031,U_9576,U_8961,453,24112023:003523
TX08631,U_8465,U_3223,3038,10042023:135050
TX01757,U_3202,U_1658,2074,12032023:125514
TX07364,U_5279,U_6836,1182,01062023:140035
TX04074,U_5318,U_5002,1370,19032023:175136
TX03335,U_8902,U_7875,83,28092023:084409
TX08951,U_7586,U_8506,2468,19122023:052240
TX01022,U_7051,U_3994,4456,19062023:102539
TX00803,BIG_CORP_C,STAFF_04,5000,02082023:165429
TX06238,U_2884,U_7229,1440,05072023:072806
TX03584,U_4405,U_2623,2725,22082023:183613
TX00237,CENTRAL_DISPERSER_1,MULE_REC_18,288,12012023:131528
TX01439,U_1583,U_3972,4357,25102023:074520
TX01801,U_1874,U_5734,4158,04072023:081008
TX01964,U_8887,U_8141,1503,11032023:203224
TX01013,U_9507,U_1612,2479,07122023:073606
TX07475,U_4919,U_6883,197,20042023:131307
TX09688,U_3051,U_4701,2823,21092023:222530
TX02076,U_9752,U_1592,1213,05052023:034623
TX05448,U_2861,U_5019,3547,22022023:072105
TX09412,U_7967,U_6778,237,19112023:130223
TX08862,U_8995,U_7686,1084,09062023:125837
TX04777,U_7515,U_6261,4108,27122023:110403
TX03135,U_4369,U_4453,4796,22052023:203836
TX05869,U_4899,U_4744,4313,05062023:160105
TX02923,U_6020,U_6898,350,05032023:213916
TX02341,U_4329,U_3008,224,02042023:120521
TX06409,U_1790,U_4807,4650,28012023:130639
TX02252,U_6088,U_8565,1067,22082023:210143
TX06076,U_6714,U_5096,3834,26112023:035318
TX07885,U_5968,U_5374,806,02122023:162858
TX08876,U_5197,U_2357,2970,17032023:013403
TX01605,U_8532,U_1737,2093,15012023:213437
TX03664,U_2138,U_6346,2903,24032023:214217
TX07913,U_1240,U_6914,412,07122023:135031
TX00894,U_9280,U_1952,4310,23062023:214750
TX05134,U_3663,U_9344,2019,18072023:112804
TX00844,U_7094,U_4162,1987,27082023:183558
TX03900,U_7903,U_5266,4317,12072023:003633
TX01114,U_2633,U_2180,1411,15052023:113828
TX01107,U_8020,U_3003,2974,06052023:015741
TX02471,U_9515,U_2942,3566,27072023:075827
TX07222,U_9429,U_1001,2386,23092023:160301
TX08704,U_4823,U_5184,4918,03102023:200345
TX03952,U_7526,U_2596,624,10022023:051540
TX01372,U_3000,U_5449,3990,12052023:060710
TX03590,U_5899,U_7365,632,14032023:010749
TX03253,U_2263,U_3930,2130,13122023:080215
TX02766,U_1551,U_1018,499,16042023:033330
TX09228,U_4824,U_4673,3165,03012023:094000
TX08662,U_8073,U_2822,986,04062023:190928
TX08937,U_1937,U_3059,3949,07042023:141518
TX03048,U_2912,U_4982,2495,22022023:122518
TX08724,U_4007,U_1899,4155,11122023:181037
TX02414,U_2052,U_9466,2059,12072023:171753
TX07322,U_6806,U_7836,3808,02052023:053119
TX09646,U_3660,U_4864,2147,16012023:190548
TX08978,U_4362,U_9172,825,28042023:133734
TX08248,U_2729,U_2700,2654,28012023:232256
TX04135,U_3952,U_2748,1640,06112023:121313
TX04053,U_6139,U_9167,2167,22062023:234541
TX08132,U_6768,U_4548,851,11082023:054816
TX08277,U_2889,U_3054,3858,05092023:032547
TX06126,U_6423,U_6271,895,18102023:072556
TX08882,U_4785,U_8923,2736,05122023:080654
TX02861,U_4845,U_4282,3297,23052023:131400
TX03979,U_3749,U_9607,4379,21062023:231039
TX00312,CENTRAL_DISPERSER_1,MULE_REC_93,538,21112023:193428
TX05558,U_6121,U_2285,301,25102023:115802
TX00323,CENTRAL_DISPERSER_2,MULE_REC_4,298,13042023:234051
TX08462,U_6639,U_2101,2584,20062023:151652
TX09787,U_2335,U_1321,3296,01062023:081920
TX04674,U_3268,U_5843,2136,22092023:083628
TX03890,U_7727,U_3541,4774,10072023:124000
TX02724,U_5899,U_7681,425,06102023:164331
TX04894,U_6882,U_1127,3755,15082023:181136
TX08510,U_1938,U_6392,180,05022023:180354
TX09419,U_9807,U_1427,4088,07122023:195958
TX04635,U_8689,U_4574,3618,16062023:085247
TX05207,U_7359,U_2440,4960,01122023:194532
TX04731,U_3246,U_9423,1916,25082023:081058
TX03039,U_4590,U_7991,1807,17122023:234941
TX06369,U_5562,U_2361,4841,11072023:105456
TX07553,U_4840,U_6353,1310,17052023:225604
TX09393,U_9842,U_9177,1199,17052023:135353
TX07900,U_5352,U_3440,4816,23092023:222359
TX02611,U_1380,U_5154,2494,26032023:022738
TX07214,U_1448,U_1840,627,12122023:031200
TX04990,U_6051,U_4287,404,25072023:202438
TX09575,U_7288,U_3807,2007,27032023:230456
TX03016,U_1381,U_1963,4243,06122023:125355
TX06038,U_3014,U_5371,4323,03042023:230453
TX09953,U_7718,U_5886,991,23022023:123518
TX03600,U_7284,U_8757,1508,17022023:160649
TX08899,U_4048,U_5602,564,03042023:085523
TX02575,U_7779,U_1012,2737,08052023:211111
TX00685,BIG_CORP_B,STAFF_00,5000,04012023:183758
TX04863,U_9633,U_5763,1686,13072023:151123
TX07700,U_5244,U_9996,1500,10112023:124722
TX03789,U_9099,U_1268,534,04062023:060637
TX08549,U_1283,U_2864,2993,10012023:152233
TX01105,U_1912,U_5136,3517,01092023:193305
TX06190,U_3827,U_4225,1887,03032023:073150
TX07937,U_7129,U_6039,3667,12052023:035450
TX08230,U_4270,U_3014,640,04082023:200531
TX03333,U_2756,U_4338,4283,03112023:162407
TX07375,U_6346,U_2882,4174,16092023:215534
TX08571,U_8626,U_3259,948,16072023:072110
TX05283,U_1003,U_9513,2995,25042023:025440
TX09445,U_3651,U_1391,35,15052023:142127
TX05604,U_3153,U_1748,1231,08092023:155606
TX09806,U_9143,U_2070,3668,15092023:191048
TX03476,U_2638,U_1726,4450,24062023:030829
TX05282,U_5194,U_2676,1544,13082023:170357
TX00455,CENTRAL_DISPERSER_3,MULE_REC_36,478,13012023:124003
TX03895,U_8528,U_3598,2140,26092023:230101
TX03305,U_9608,U_1220,2570,26062023:000431
TX03288,U_8269,U_3731,1412,16102023:180759
TX09862,U_5953,U_5667,4775,11082023:004130
TX02589,U_1338,U_1602,3104,15012023:073914
TX00440,CENTRAL_DISPERSER_3,MULE_REC_21,679,06072023:135626
TX00862,U_2982,U_1531,792,09052023:071432
TX04920,U_9738,U_8154,2527,22022023:004005
TX03802,U_2394,U_2712,3608,05032023:211535
TX07248,U_8133,U_4627,364,19022023:233510
TX04748,U_8929,U_3981,875,22022023:123526
TX00034,NODE_L7_0,NODE_L7_1,13379,01092023:005145
TX07166,U_7566,U_8611,4907,22022023:223517
TX04738,U_1539,U_9875,2608,22032023:023937
TX07566,U_1794,U_5584,935,13122023:035914
TX05924,U_1094,U_2863,220,16052023:000719
TX01032,U_9093,U_8798,595,24022023:211131
TX00284,CENTRAL_DISPERSER_1,MULE_REC_65,368,17082023:004259
TX01173,U_4388,U_4910,2317,07112023:032507
TX03150,U_4781,U_4026,2067,06092023:022555
TX04727,U_3876,U_1855,1435,21052023:155429
TX01834,U_8071,U_2676,4826,27112023:102915
TX01679,U_9932,U_4306,4948,22112023:092510
TX06853,U_6861,U_2151,3895,10012023:141843
TX07748,U_3229,U_7842,34,21022023:111004
TX05068,U_8665,U_9897,4689,17112023:130720
TX07337,U_9565,U_4926,601,04032023:180051
TX07279,U_8042,U_1971,1664,09052023:055311
TX04758,U_7691,U_5534,1918,18032023:035139
TX02970,U_3874,U_6272,3310,19052023:071811
TX01687,U_9665,U_9416,782,22032023:192337
TX02130,U_5658,U_7177,372,06032023:062930
TX03198,U_3936,U_5946,4796,21082023:084934
TX02832,U_4194,U_3968,999,09072023:135206
TX06510,U_9406,U_5697,3267,08042023:013102
TX08235,U_5931,U_4314,1522,21022023:164847
TX03247,U_9241,U_3256,1899,21072023:061444
TX09898,U_4745,U_7856,3616,04062023:173023
TX09551,U_9429,U_4676,946,26102023:014942
TX01012,U_5932,U_7901,4425,23102023:043648
TX09614,U_8468,U_4058,2284,11062023:215041
TX05421,U_3272,U_8032,737,11052023:224204
TX03306,U_9463,U_3665,2894,07082023:035810
TX09606,U_8667,U_9306,322,12042023:033155
TX02476,U_5457,U_9835,1963,28102023:193255
TX00760,BIG_CORP_C,STAFF_03,5000,03012023:222022
TX09609,U_5749,U_3776,498,27102023:025300
