transaction_id,sender_id,receiver_id,amount,timestamp
TX01234,SENDER_FAN_8,CENTRAL_COLLECTOR_22,644,27082023:090547
TX02542,CENTRAL_DISPERSER_3,MULE_REC_35,800,15022023:011624
TX01954,SENDER_FAN_36,CENTRAL_COLLECTOR_36,438,15022023:172212
TX01918,SENDER_FAN_0,CENTRAL_COLLECTOR_36,624,07122023:112135
TX05444,CENTRAL_DISPERSER_32,MULE_REC_37,757,13042023:035534
TX00692,SENDER_FAN_6,CENTRAL_COLLECTOR_10,566,26062023:130424
TX02541,CENTRAL_DISPERSER_3,MULE_REC_34,992,22012023:153617
TX00528,SENDER_FAN_43,CENTRAL_COLLECTOR_7,749,09042023:215858
TX08519,BIG_CORP_B,STAFF_72,5000,02082023:152511
TX06218,SHELL_ACC_5,OFFSHORE_EXIT,8938,04072023:175009
TX01187,SENDER_FAN_11,CENTRAL_COLLECTOR_21,311,02072023:061108
TX09120,BIG_CORP_C,STAFF_73,5000,04022023:110942
TX07235,BIG_CORP_A,STAFF_88,5000,02072023:124136
TX04525,CENTRAL_DISPERSER_23,MULE_REC_18,808,11022023:165336
TX06746,BIG_CORP_A,STAFF_99,5000,03022023:152614
TX06401,USER_535,TECH_STORE_Y,2237,07102023:125735
TX03016,CENTRAL_DISPERSER_8,MULE_REC_9,445,14102023:062252
TX08998,BIG_CORP_C,STAFF_51,5000,02012023:105827
TX09524,BIG_CORP_C,STAFF_77,5000,05062023:163102
TX01816,SENDER_FAN_12,CENTRAL_COLLECTOR_34,386,15102023:164338
TX07166,BIG_CORP_A,STAFF_19,5000,02072023:045733
TX00904,SENDER_FAN_8,CENTRAL_COLLECTOR_14,234,27072023:110729
TX02131,SENDER_FAN_76,CENTRAL_COLLECTOR_38,586,04122023:115906
TX05389,CENTRAL_DISPERSER_31,MULE_REC_82,327,08062023:143503
TX06761,BIG_CORP_A,STAFF_14,5000,03032023:074428
TX06525,USER_378,ENERGY_CORP_Z,19339,01122023:082348
TX09622,BIG_CORP_C,STAFF_75,5000,03072023:040339
TX08098,BIG_CORP_B,STAFF_51,5000,03042023:224607
TX00552,SENDER_FAN_67,CENTRAL_COLLECTOR_7,111,02062023:062457
TX02924,CENTRAL_DISPERSER_7,MULE_REC_17,643,05092023:162144
TX05421,CENTRAL_DISPERSER_32,MULE_REC_14,687,23092023:074858
TX01744,SENDER_FAN_19,CENTRAL_COLLECTOR_33,499,26012023:132919
TX05275,CENTRAL_DISPERSER_30,MULE_REC_68,626,09032023:063414
TX09389,BIG_CORP_C,STAFF_42,5000,05052023:050928
TX00009,NODE_L1_4,NODE_L1_5,12075,21122023:062331
TX01610,SENDER_FAN_50,CENTRAL_COLLECTOR_30,137,14022023:031203
TX06493,USER_801,ENERGY_CORP_Z,8680,14092023:162637
TX06346,USER_117,GLOBAL_RETAIL_X,12050,16072023:073218
TX00455,SENDER_FAN_33,CENTRAL_COLLECTOR_6,511,06072023:012002
TX07588,BIG_CORP_A,STAFF_41,5000,04112023:123929
TX02891,CENTRAL_DISPERSER_6,MULE_REC_84,444,01082023:094839
TX09962,BIG_CORP_C,STAFF_15,5000,02112023:231805
TX08858,BIG_CORP_B,STAFF_11,5000,05122023:083328
TX03734,CENTRAL_DISPERSER_15,MULE_REC_27,701,02082023:100338
TX09207,BIG_CORP_C,STAFF_60,5000,04032023:151821
TX01378,SENDER_FAN_0,CENTRAL_COLLECTOR_25,102,13022023:183420
TX04030,CENTRAL_DISPERSER_18,MULE_REC_23,599,23072023:024917
TX00958,SENDER_FAN_30,CENTRAL_COLLECTOR_15,166,11052023:095934
TX07384,BIG_CORP_A,STAFF_37,5000,04092023:105145
TX08768,BIG_CORP_B,STAFF_21,5000,04112023:102731
TX07873,BIG_CORP_B,STAFF_26,5000,05022023:184904
TX03687,CENTRAL_DISPERSER_14,MULE_REC_80,803,05062023:045631
TX03800,CENTRAL_DISPERSER_15,MULE_REC_93,429,25112023:081021
TX00640,SENDER_FAN_6,CENTRAL_COLLECTOR_9,104,17122023:152828
TX08932,BIG_CORP_B,STAFF_85,5000,03122023:191021
TX08462,BIG_CORP_B,STAFF_15,5000,05082023:133215
TX01127,SENDER_FAN_31,CENTRAL_COLLECTOR_19,406,22082023:085502
TX09592,BIG_CORP_C,STAFF_45,5000,03072023:224848
TX09665,BIG_CORP_C,STAFF_18,5000,02082023:234619
TX00292,SENDER_FAN_46,CENTRAL_COLLECTOR_4,102,19062023:021909
TX00085,SENDER_FAN_17,CENTRAL_COLLECTOR_1,617,28062023:133430
TX02741,CENTRAL_DISPERSER_5,MULE_REC_34,637,21062023:194652
TX04963,CENTRAL_DISPERSER_27,MULE_REC_56,612,10112023:095917
TX03269,CENTRAL_DISPERSER_10,MULE_REC_62,165,24012023:092300
TX01156,SENDER_FAN_24,CENTRAL_COLLECTOR_20,901,09052023:231011
TX09603,BIG_CORP_C,STAFF_56,5000,02072023:000056
TX03300,CENTRAL_DISPERSER_10,MULE_REC_93,547,01082023:111810
TX01160,SENDER_FAN_28,CENTRAL_COLLECTOR_20,329,12022023:045159
TX02839,CENTRAL_DISPERSER_6,MULE_REC_32,759,20122023:091208
TX09820,BIG_CORP_C,STAFF_73,5000,05092023:021330
TX03570,CENTRAL_DISPERSER_13,MULE_REC_63,679,07122023:080416
TX02929,CENTRAL_DISPERSER_7,MULE_REC_22,627,18092023:064228
TX04994,CENTRAL_DISPERSER_27,MULE_REC_87,490,01032023:170900
TX01699,SENDER_FAN_20,CENTRAL_COLLECTOR_32,856,25012023:081011
TX05115,CENTRAL_DISPERSER_29,MULE_REC_8,815,01052023:063539
TX04154,CENTRAL_DISPERSER_19,MULE_REC_47,444,18012023:193431
TX04371,CENTRAL_DISPERSER_21,MULE_REC_64,458,15062023:085108
TX08915,BIG_CORP_B,STAFF_68,5000,05122023:052506
TX02525,CENTRAL_DISPERSER_3,MULE_REC_18,588,14032023:180804
TX06783,BIG_CORP_A,STAFF_36,5000,02032023:115833
TX02258,CENTRAL_DISPERSER_0,MULE_REC_51,113,12082023:063034
TX02535,CENTRAL_DISPERSER_3,MULE_REC_28,620,22112023:124105
TX09508,BIG_CORP_C,STAFF_61,5000,03062023:013158
TX01139,SENDER_FAN_7,CENTRAL_COLLECTOR_20,976,26052023:070010
TX00495,SENDER_FAN_10,CENTRAL_COLLECTOR_7,822,24042023:173124
TX03184,CENTRAL_DISPERSER_9,MULE_REC_77,104,05122023:172353
TX07669,BIG_CORP_A,STAFF_22,5000,03122023:212858
TX09392,BIG_CORP_C,STAFF_45,5000,02052023:043557
TX05153,CENTRAL_DISPERSER_29,MULE_REC_46,575,18052023:063845
TX09558,BIG_CORP_C,STAFF_11,5000,04072023:222248
TX06008,CENTRAL_DISPERSER_38,MULE_REC_1,797,17042023:190911
TX01643,SENDER_FAN_83,CENTRAL_COLLECTOR_30,116,21092023:222259
TX03787,CENTRAL_DISPERSER_15,MULE_REC_80,426,07012023:074725
TX05220,CENTRAL_DISPERSER_30,MULE_REC_13,792,18082023:211857
TX02928,CENTRAL_DISPERSER_7,MULE_REC_21,717,20092023:082347
TX03651,CENTRAL_DISPERSER_14,MULE_REC_44,817,09052023:112139
TX04940,CENTRAL_DISPERSER_27,MULE_REC_33,961,14092023:012234
TX08275,BIG_CORP_B,STAFF_28,5000,02062023:014328
TX01899,SENDER_FAN_43,CENTRAL_COLLECTOR_35,647,02092023:195440
TX01141,SENDER_FAN_9,CENTRAL_COLLECTOR_20,649,12092023:095339
TX01449,SENDER_FAN_28,CENTRAL_COLLECTOR_26,544,16102023:183545
TX01481,SENDER_FAN_18,CENTRAL_COLLECTOR_27,686,21092023:090233
TX00295,SENDER_FAN_49,CENTRAL_COLLECTOR_4,938,19102023:134218
TX08970,BIG_CORP_C,STAFF_23,5000,02012023:034516
TX09541,BIG_CORP_C,STAFF_94,5000,03062023:193820
TX08322,BIG_CORP_B,STAFF_75,5000,04062023:100824
TX03297,CENTRAL_DISPERSER_10,MULE_REC_90,651,07052023:093312
TX07153,BIG_CORP_A,STAFF_06,5000,03072023:204305
TX04743,CENTRAL_DISPERSER_25,MULE_REC_36,876,11022023:105128
TX07195,BIG_CORP_A,STAFF_48,5000,02072023:075236
TX04688,CENTRAL_DISPERSER_24,MULE_REC_81,520,17022023:192826
TX08025,BIG_CORP_B,STAFF_78,5000,04032023:024218
TX09825,BIG_CORP_C,STAFF_78,5000,03092023:211036
TX05132,CENTRAL_DISPERSER_29,MULE_REC_25,336,17072023:171527
TX02397,CENTRAL_DISPERSER_1,MULE_REC_90,785,11092023:045631
TX09656,BIG_CORP_C,STAFF_09,5000,02082023:151342
TX00330,SENDER_FAN_8,CENTRAL_COLLECTOR_5,214,18092023:185353
TX00221,SENDER_FAN_15,CENTRAL_COLLECTOR_3,316,06112023:015036
TX05345,CENTRAL_DISPERSER_31,MULE_REC_38,314,01052023:143655
TX02144,SENDER_FAN_89,CENTRAL_COLLECTOR_38,695,01022023:075200
TX09364,BIG_CORP_C,STAFF_17,5000,02052023:033411
TX03193,CENTRAL_DISPERSER_9,MULE_REC_86,550,19092023:224344
TX06595,BIG_CORP_A,STAFF_48,5000,04012023:154112
TX00259,SENDER_FAN_13,CENTRAL_COLLECTOR_4,628,04042023:014957
TX00697,SENDER_FAN_11,CENTRAL_COLLECTOR_10,293,10122023:013452
TX02970,CENTRAL_DISPERSER_7,MULE_REC_63,913,25052023:171540
TX02573,CENTRAL_DISPERSER_3,MULE_REC_66,394,20012023:090110
TX05352,CENTRAL_DISPERSER_31,MULE_REC_45,612,08082023:201501
TX09505,BIG_CORP_C,STAFF_58,5000,02062023:075324
TX02561,CENTRAL_DISPERSER_3,MULE_REC_54,444,02102023:010150
TX02973,CENTRAL_DISPERSER_7,MULE_REC_66,845,21012023:161654
TX03594,CENTRAL_DISPERSER_13,MULE_REC_87,485,15062023:125850
TX01758,SENDER_FAN_33,CENTRAL_COLLECTOR_33,370,06112023:124900
TX06868,BIG_CORP_A,STAFF_21,5000,02042023:070542
TX00418,SENDER_FAN_96,CENTRAL_COLLECTOR_5,907,16122023:182236
TX09818,BIG_CORP_C,STAFF_71,5000,05092023:090653
TX03742,CENTRAL_DISPERSER_15,MULE_REC_35,746,24012023:172843
TX05301,CENTRAL_DISPERSER_30,MULE_REC_94,931,10062023:130015
TX02027,SENDER_FAN_54,CENTRAL_COLLECTOR_37,260,02052023:015845
TX04407,CENTRAL_DISPERSER_22,MULE_REC_0,978,02042023:014636
TX01339,SENDER_FAN_18,CENTRAL_COLLECTOR_24,579,21052023:041455
TX04873,CENTRAL_DISPERSER_26,MULE_REC_66,386,27052023:122513
TX06447,USER_854,ENERGY_CORP_Z,9301,21112023:052217
TX05856,CENTRAL_DISPERSER_36,MULE_REC_49,569,09102023:003132
TX06268,USER_319,GLOBAL_RETAIL_X,14649,13042023:170419
TX01336,SENDER_FAN_15,CENTRAL_COLLECTOR_24,334,09082023:154736
TX00765,SENDER_FAN_41,CENTRAL_COLLECTOR_11,174,04082023:095313
TX06047,CENTRAL_DISPERSER_38,MULE_REC_40,292,05122023:175921
TX08334,BIG_CORP_B,STAFF_87,5000,05062023:225321
TX00089,SENDER_FAN_21,CENTRAL_COLLECTOR_1,537,28052023:181631
TX01739,SENDER_FAN_14,CENTRAL_COLLECTOR_33,748,27112023:021929
TX01508,SENDER_FAN_45,CENTRAL_COLLECTOR_27,553,23122023:090001
TX00840,SENDER_FAN_16,CENTRAL_COLLECTOR_12,161,24012023:075233
TX04664,CENTRAL_DISPERSER_24,MULE_REC_57,588,06082023:195310
TX09804,BIG_CORP_C,STAFF_57,5000,04092023:133450
TX05613,CENTRAL_DISPERSER_34,MULE_REC_6,493,27032023:222434
TX03375,CENTRAL_DISPERSER_11,MULE_REC_68,398,04022023:185153
TX04965,CENTRAL_DISPERSER_27,MULE_REC_58,825,15072023:153751
TX06178,CENTRAL_DISPERSER_39,MULE_REC_71,730,06082023:094733
TX02228,CENTRAL_DISPERSER_0,MULE_REC_21,411,18082023:230741
TX08165,BIG_CORP_B,STAFF_18,5000,05052023:120115
TX04027,CENTRAL_DISPERSER_18,MULE_REC_20,543,28032023:062800
TX02316,CENTRAL_DISPERSER_1,MULE_REC_9,206,17102023:030213
TX09461,BIG_CORP_C,STAFF_14,5000,04062023:220701
TX08615,BIG_CORP_B,STAFF_68,5000,04092023:164536
TX07029,BIG_CORP_A,STAFF_82,5000,03052023:223753
TX06258,USER_741,GLOBAL_RETAIL_X,15704,07042023:224006
TX01718,SENDER_FAN_39,CENTRAL_COLLECTOR_32,387,02052023:110533
TX05396,CENTRAL_DISPERSER_31,MULE_REC_89,876,06062023:054751
TX06735,BIG_CORP_A,STAFF_88,5000,05022023:063417
TX01889,SENDER_FAN_33,CENTRAL_COLLECTOR_35,846,09032023:065351
TX01166,SENDER_FAN_34,CENTRAL_COLLECTOR_20,822,13102023:002634
TX04085,CENTRAL_DISPERSER_18,MULE_REC_78,405,07042023:055207
TX09771,BIG_CORP_C,STAFF_24,5000,03092023:154429
TX03891,CENTRAL_DISPERSER_16,MULE_REC_84,950,13032023:231043
TX02359,CENTRAL_DISPERSER_1,MULE_REC_52,1000,21062023:025456
TX04500,CENTRAL_DISPERSER_22,MULE_REC_93,903,03052023:201603
TX00647,SENDER_FAN_13,CENTRAL_COLLECTOR_9,423,12042023:075056
TX03873,CENTRAL_DISPERSER_16,MULE_REC_66,896,28052023:184602
TX08474,BIG_CORP_B,STAFF_27,5000,02082023:225515
TX08807,BIG_CORP_B,STAFF_60,5000,02112023:141550
TX09424,BIG_CORP_C,STAFF_77,5000,04052023:072921
TX05003,CENTRAL_DISPERSER_27,MULE_REC_96,920,27042023:202215
TX02845,CENTRAL_DISPERSER_6,MULE_REC_38,362,10112023:054639
TX02984,CENTRAL_DISPERSER_7,MULE_REC_77,191,02072023:035957
TX06769,BIG_CORP_A,STAFF_22,5000,03032023:011836
TX09535,BIG_CORP_C,STAFF_88,5000,05062023:170631
TX00029,NODE_L4_6,NODE_L4_7,10813,15052023:005818
TX05888,CENTRAL_DISPERSER_36,MULE_REC_81,933,09032023:173748
TX07423,BIG_CORP_A,STAFF_76,5000,03092023:000258
TX07259,BIG_CORP_A,STAFF_12,5000,04082023:104419
TX04311,CENTRAL_DISPERSER_21,MULE_REC_4,354,06122023:220313
